Drug_ID,Drug_name,Disease_ID,Disease_name,Model,Total_Abstracts,Analyzed,Positive,Neutral,Negative,Overall_Assessment,Total_Analyzed,Rate_Positive,Rate_Neutral,Rate_Negative,Criterion_1,Criterion_2,Display_Rate_Pos,Display_Rate_Neu,Display_Rate_Neg
15187.0,Nilotinib,none,heart failure and Alzheimer disease,CompGCN,23,23,0,13,10,Inconclusive,23,0.0,0.5652173913043478,0.43478260869565216,Potentially Adverse Effect,No Positive Sign,0.0%,56.5%,43.5%
14792.0,Paclitaxel,none,heart failure and Alzheimer disease,CompGCN,190,190,1,154,35,Neutral,190,0.005263157894736842,0.8105263157894737,0.18421052631578946,Potentially Adverse Effect,Potentially Therapeutic,0.5%,81.1%,18.4%
15001.0,Paliperidone,none,heart failure and Alzheimer disease,CompGCN,1,1,0,0,1,Negative,1,0.0,0.0,1.0,Potentially Adverse Effect,No Positive Sign,0.0%,0.0%,100.0%
15205.0,Pazopanib,none,heart failure and Alzheimer disease,CompGCN,33,33,1,12,20,Negative,33,0.030303030303030304,0.36363636363636365,0.6060606060606061,Potentially Adverse Effect,Potentially Therapeutic,3.0%,36.4%,60.6%
14993.0,Phenobarbital,none,heart failure and Alzheimer disease,CompGCN,8,8,0,8,0,Neutral,8,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14141.0,Phenytoin,none,heart failure and Alzheimer disease,CompGCN,16,16,1,12,3,Neutral,16,0.0625,0.75,0.1875,Potentially Adverse Effect,Potentially Therapeutic,6.2%,75.0%,18.8%
16842.0,Pramipexole,none,heart failure and Alzheimer disease,CompGCN,21,21,0,13,8,Neutral,21,0.0,0.6190476190476191,0.38095238095238093,Potentially Adverse Effect,No Positive Sign,0.0%,61.9%,38.1%
17558.0,Pregabalin,none,heart failure and Alzheimer disease,CompGCN,24,24,0,9,15,Negative,24,0.0,0.375,0.625,Potentially Adverse Effect,No Positive Sign,0.0%,37.5%,62.5%
14852.0,Procainamide,none,heart failure and Alzheimer disease,CompGCN,19,19,0,18,1,Neutral,19,0.0,0.9473684210526315,0.05263157894736842,Potentially Adverse Effect,No Positive Sign,0.0%,94.7%,5.3%
14914.0,Procarbazine,none,heart failure and Alzheimer disease,CompGCN,6,6,0,4,2,Neutral,6,0.0,0.6666666666666666,0.3333333333333333,Potentially Adverse Effect,No Positive Sign,0.0%,66.7%,33.3%
15100.0,Prochlorperazine,none,heart failure and Alzheimer disease,CompGCN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14196.0,Propranolol,none,heart failure and Alzheimer disease,CompGCN,200,200,24,166,10,Neutral,200,0.12,0.83,0.05,Potentially Therapeutic,Potentially Therapeutic,12.0%,83.0%,5.0%
17170.0,Pyridostigmine,none,heart failure and Alzheimer disease,CompGCN,20,20,6,13,1,Neutral,20,0.3,0.65,0.05,Potentially Therapeutic,Potentially Therapeutic,30.0%,65.0%,5.0%
14184.0,Ritonavir,none,heart failure and Alzheimer disease,CompGCN,23,23,3,15,5,Neutral,23,0.13043478260869565,0.6521739130434783,0.21739130434782608,Potentially Adverse Effect,Potentially Therapeutic,13.0%,65.2%,21.7%
17174.0,Rivastigmine,none,heart failure and Alzheimer disease,CompGCN,7,7,0,7,0,Neutral,7,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15291.0,Ropinirole,none,heart failure and Alzheimer disease,CompGCN,10,10,0,8,2,Neutral,10,0.0,0.8,0.2,Potentially Adverse Effect,No Positive Sign,0.0%,80.0%,20.0%
14975.0,Sirolimus,none,heart failure and Alzheimer disease,CompGCN,200,200,11,179,10,Neutral,200,0.055,0.895,0.05,Potentially Therapeutic,Potentially Therapeutic,5.5%,89.5%,5.0%
15982.0,Sulfasalazine,none,heart failure and Alzheimer disease,CompGCN,11,11,0,8,3,Neutral,11,0.0,0.7272727272727273,0.2727272727272727,Potentially Adverse Effect,No Positive Sign,0.0%,72.7%,27.3%
15294.0,Tacrine,none,heart failure and Alzheimer disease,CompGCN,76,76,0,76,0,Neutral,76,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14251.0,Tacrolimus,none,heart failure and Alzheimer disease,CompGCN,122,122,1,111,10,Neutral,122,0.00819672131147541,0.9098360655737705,0.08196721311475409,Potentially Adverse Effect,Potentially Therapeutic,0.8%,91.0%,8.2%
14868.0,Thiotepa,none,heart failure and Alzheimer disease,CompGCN,13,13,0,7,6,Inconclusive,13,0.0,0.5384615384615384,0.46153846153846156,Potentially Adverse Effect,No Positive Sign,0.0%,53.8%,46.2%
14229.0,Tretinoin,none,heart failure and Alzheimer disease,CompGCN,70,70,3,57,10,Neutral,70,0.04285714285714286,0.8142857142857143,0.14285714285714285,Potentially Adverse Effect,Potentially Therapeutic,4.3%,81.4%,14.3%
14023.0,Triamcinolone,none,heart failure and Alzheimer disease,CompGCN,5,5,1,4,0,Neutral,5,0.2,0.8,0.0,Potentially Therapeutic,Potentially Therapeutic,20.0%,80.0%,0.0%
14955.0,Vincristine,none,heart failure and Alzheimer disease,CompGCN,78,78,1,70,7,Neutral,78,0.01282051282051282,0.8974358974358975,0.08974358974358974,Potentially Adverse Effect,Potentially Therapeutic,1.3%,89.7%,9.0%
17728.0,Zoledronic acid,none,heart failure and Alzheimer disease,CompGCN,14,14,0,12,2,Neutral,14,0.0,0.8571428571428571,0.14285714285714285,Potentially Adverse Effect,No Positive Sign,0.0%,85.7%,14.3%
